# Groups associated with records, within table '/Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt'
# Based on groups table '/Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt'
# Generated on: 2026.01.07 18:10:38
# Used command:
#   /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/collapse_table.py -i /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_table_16S.txt -o /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/func_table.tsv -g /Users/cliftonbdemesquita/Desktop/FAPROTAX_1.2.9/FAPROTAX.txt -d taxonomy -c '#' -v --out_groups2records_table /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output.txt --out_groups2records_table_dense /Users/cliftonbdemesquita/Documents/GitHub/SunflowerG/data/otu_faprotax_output_long.txt
#
# Summary:
#   Loaded 92 groups comprising 8355 members (5060 unique members)
#   Established 6905 assignments of records to groups
#   15660 out of 19274 records could not be assigned to any group (leftovers)
#   Number of groups represented: 44
#
record	group
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,OTU_1799"	animal_parasites_or_symbionts
"Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,OTU_5537"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,OTU_1037"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_120"	
"Archaea,Thermoplasmatota,Thermoplasmata,Marine Group II,NA,NA,OTU_1826"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_20450"	
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,OTU_4146"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_58"	aerobic_ammonia_oxidation,nitrification
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_184"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_1073"	
"Bacteria,NA,NA,NA,NA,NA,OTU_1313"	
"Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,OTU_597"	
"Bacteria,RCP2-54,NA,NA,NA,NA,OTU_2417"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,OTU_312"	chitinolysis,chemoheterotrophy
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,OTU_2433"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_627"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_11966"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,OTU_280"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium,OTU_130"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,OTU_697"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_9190"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_295"	aerobic_ammonia_oxidation,nitrification
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_72"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_401"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,OTU_183"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,OTU_166"	
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,OTU_7225"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,OTU_269"	chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,OTU_264"	aerobic_chemoheterotrophy,photoheterotrophy,phototrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_436"	chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,OTU_3568"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,OTU_1923"	
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_872"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,OTU_19282"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,OTU_7974"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_921"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,OTU_14703"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,OTU_980"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_5397"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_211"	chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,OTU_24"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,OTU_9144"	chitinolysis,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_1"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,OTU_299"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Actinobacteria,FFCH16263,NA,NA,OTU_1004"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,OTU_598"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_1431"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_262"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,OTU_5300"	
"Bacteria,NA,NA,NA,NA,NA,OTU_8504"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,OTU_15"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,OTU_1609"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Myxococcota,bacteriap25,NA,NA,NA,OTU_226"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_134"	
"Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA,OTU_933"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_6834"	
"Bacteria,Acidobacteriota,Blastocatellia,DS-100,NA,NA,OTU_5743"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,OTU_404"	
"Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,OTU_352"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,OTU_551"	nitrogen_fixation,aerobic_chemoheterotrophy,ureolysis,chemoheterotrophy
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_2224"	
"Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,OTU_5969"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,OTU_139"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_994"	chemoheterotrophy
"Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,OTU_189"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_760"	
"Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,OTU_1521"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_10614"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,OTU_1067"	
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,OTU_4320"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,OTU_86"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,OTU_47"	
"Bacteria,Latescibacterota,NA,NA,NA,NA,OTU_3419"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,OTU_84"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_1849"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_652"	chemoheterotrophy
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_642"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,OTU_294"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_2321"	
"Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,OTU_4413"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,OTU_1043"	
"Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA,OTU_4662"	
"Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,NA,NA,OTU_7704"	
"Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,OTU_251"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,OTU_1780"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,OTU_1200"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_385"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,OTU_319"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,OTU_329"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,OTU_95"	aerobic_ammonia_oxidation,nitrification
"Bacteria,NA,NA,NA,NA,NA,OTU_14169"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_104"	
"Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,OTU_167"	
"Bacteria,Chloroflexi,OLB14,NA,NA,NA,OTU_4488"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,OTU_6014"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,OTU_6875"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_105"	chemoheterotrophy
"Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,OTU_5797"	
"Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,OTU_1050"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_255"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_7135"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,OTU_2701"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,OTU_10658"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,OTU_775"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_11"	chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_1368"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA,OTU_1344"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,OTU_12764"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,OTU_1405"	
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_2683"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,OTU_214"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_14332"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,OTU_6861"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,OTU_575"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_1007"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,OTU_155"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_1015"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_256"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,OTU_11314"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,OTU_38"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,OTU_1990"	
"Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,OTU_19184"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_482"	chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_194"	
"Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,OTU_4356"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,OTU_762"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_44"	
"Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,OTU_1562"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,OTU_32"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,OTU_496"	chemoheterotrophy
"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,OTU_9830"	
"Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,OTU_1663"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,OTU_64"	nitrate_denitrification,nitrite_denitrification,denitrification,nitrite_respiration,aerobic_chemoheterotrophy,nitrate_respiration,nitrate_reduction,nitrogen_respiration,anoxygenic_photoautotrophy_S_oxidizing,anoxygenic_photoautotrophy,photoautotrophy,photoheterotrophy,phototrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,OTU_1370"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,OTU_882"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,OTU_122"	nitrate_denitrification,nitrite_denitrification,denitrification,nitrite_respiration,aerobic_chemoheterotrophy,nitrate_respiration,nitrate_reduction,nitrogen_respiration,anoxygenic_photoautotrophy_S_oxidizing,anoxygenic_photoautotrophy,photoautotrophy,photoheterotrophy,phototrophy,chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,OTU_501"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_845"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_508"	
"Bacteria,Actinobacteriota,Actinobacteria,FFCH16263,NA,NA,OTU_3341"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_3141"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,OTU_10154"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,OTU_3643"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,OTU_68"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,OTU_76"	
"Bacteria,Chloroflexi,NA,NA,NA,NA,OTU_14655"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,OTU_1737"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,OTU_903"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_290"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,OTU_1285"	
"Bacteria,Chloroflexi,TK10,NA,NA,NA,OTU_890"	
"Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,OTU_230"	
"Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Lapillicoccus,OTU_173"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_199"	chemoheterotrophy
"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,OTU_36"	xylanolysis,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,OTU_138"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Myxococcota,bacteriap25,NA,NA,NA,OTU_315"	
"Bacteria,Armatimonadota,NA,NA,NA,NA,OTU_14227"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,OTU_1269"	
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_1447"	
"Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,NA,NA,OTU_5516"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,OTU_2933"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_1292"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrocosmicus,OTU_16"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_243"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,OTU_2261"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_186"	
"Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,OTU_115"	
"Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,OTU_1321"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_135"	
"Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,NA,NA,OTU_3651"	
"Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,OTU_4033"	
"Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,OTU_1719"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,OTU_2388"	
"Bacteria,Chloroflexi,KD4-96,NA,NA,NA,OTU_51"	
"Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,OTU_55"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,OTU_2796"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,OTU_380"	
"Bacteria,Actinobacteriota,NA,NA,NA,NA,OTU_165"	
"Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,OTU_7055"	chemoheterotrophy
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,OTU_17863"	
"Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,OTU_1551"	
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,OTU_128"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,OTU_1625"	ureolysis
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,OTU_4179"	
"Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,OTU_13748"	
"Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,OTU_1728"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_117"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,OTU_542"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,OTU_698"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,OTU_3"	nitrogen_fixation,aerobic_chemoheterotrophy,chemoheterotrophy
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_1311"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,OTU_587"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,OTU_3124"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,OTU_80"	
"Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,OTU_888"	
"Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA,OTU_1237"	
"Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,OTU_33"	aerobic_ammonia_oxidation,nitrification
"Bacteria,Chloroflexi,Ktedonobacteria,C0119,NA,NA,OTU_435"	
"Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,OTU_1992"	
"Bacteria,Actinobacteriota,NA,NA,NA,NA,OTU_1525"	
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_2496"	chemoheterotrophy
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_124"	chemoheterotrophy
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,OTU_300"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,OTU_417"	
"Bacteria,NA,NA,NA,NA,NA,OTU_14067"	
"Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,OTU_514"	
"Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,OTU_3592"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,OTU_466"	
"Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,OTU_794"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,OTU_1036"	chemoheterotrophy
"Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,OTU_191"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_956"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,OTU_4456"	
"Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,OTU_812"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,OTU_2649"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,OTU_14"	
"Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,OTU_247"	
"Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,OTU_212"	
"Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,OTU_954"	
"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OTU_1574"	aerobic_chemoheterotrophy,chemoheterotrophy
"Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,UBA6140,OTU_1255"	methanol_oxidation,methylotrophy,chemoheterotrophy
"Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,OTU_5833"	
